ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
0,simple,Brandy-plants-product-1,Sample plant 1,1,1,visible,Sustainable water bottle with built-in UV-C sterilizer and temperature display.,"The EcoSmart Water Bottle is designed with sustainability in mind. Made from BPA-free recycled materials, this sleek bottle features a built-in UV-C light sterilizer that keeps your water pure on the go. It also includes a smart temperature display to keep your beverages at the perfect temperature.",,,taxable,,1,,0,0,,,,,1,,,340,Plants > Pet Friendly,,,http://img.wpbrandy.com/uploads/plants-product-1.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-2,Sample plant 2,1,1,visible,"Eco-friendly, extra-thick yoga mat with excellent grip and portability.","The FlexiYoga Mat is perfect for yogis of all levels. It’s made from eco-friendly TPE material, providing excellent cushioning and grip. Its extra-thick design ensures comfort during long sessions, and its lightweight, foldable construction makes it easy to carry and store.",,,taxable,,1,,0,0,,,,,1,,,700,Plants > Terrarium,,,https://img.wpbrandy.com/uploads/plants-new-product-2.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-3,Sample plant 3,1,1,visible,Wireless HD camera with motion detection and night vision for enhanced security.,"Enhance your home security with the SmartHome Security Camera. This wireless, high-definition camera offers real-time video streaming, motion detection alerts, and night vision. It integrates seamlessly with your smartphone for easy monitoring and control from anywhere.",,,taxable,,1,,0,0,,,,,1,,110,121,Plants > For Beginners,,,https://img.wpbrandy.com/uploads/plants-new-product-3.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-4,Sample plant 4,1,1,visible,"Compact air purifier with HEPA filter, ideal for travel and small spaces.","The BreezePortable Air Purifier is a compact and powerful device designed to improve air quality in any space. Featuring a HEPA filter, it effectively captures allergens, pollutants, and odors. Its sleek design and USB-powered operation make it perfect for travel or small rooms.",,,taxable,,1,,0,0,,,,,1,,,200,Plants,,,https://img.wpbrandy.com/uploads/plants-new-product-4.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-5,Sample plant 5,1,1,visible,Programmable coffee maker with built-in grinder and thermal carafe for optimal brewing.,"Brew the perfect cup of coffee every time with the Gourmet Coffee Maker. Equipped with a precision temperature control system and programmable settings, it ensures optimal flavor extraction. Its sleek design includes a built-in grinder for freshly ground beans and a thermal carafe to keep your coffee hot.",,,taxable,,1,,0,0,,,,,1,,,220,Plants > Deco Planters,,,http://img.wpbrandy.com/uploads/plants-new-product-5.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-6,Sample plant 6,1,1,visible,"Bluetooth earbuds with active noise cancellation, ergonomic design, and 20-hour battery life.","Experience crystal-clear sound and complete freedom with AeroWireless Earbuds. These Bluetooth earbuds offer active noise cancellation, a comfortable ergonomic design, and up to 20 hours of battery life. Their sweat-resistant construction makes them ideal for workouts or daily use.",,,taxable,,1,,0,0,,,,,1,,200,400,Plants > Hanging Plants,,,http://img.wpbrandy.com/uploads/plants-new-product-6.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-7,Sample plant 7,1,1,visible,"Elegant indoor fountain with cascading water, LED lights, and soothing sounds.","Transform your home into a tranquil retreat with the ZenGarden Indoor Fountain. This elegant tabletop fountain features cascading water, LED lighting, and a soothing sound that creates a peaceful ambiance. Its compact size fits perfectly in any room, adding a touch of serenity to your space.",,,taxable,,1,,0,0,,,,,1,,,257,Plants > Hanging Plants,,,http://img.wpbrandy.com/uploads/plants-new-product-7.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-8,Sample plant 8,1,1,visible,High-capacity power bank with fast-charging and rugged design for travel.,"The HyperCharge Portable Power Bank ensures your devices stay powered up on the go. With a high-capacity battery and fast-charging technology, it can recharge multiple devices simultaneously. Its compact, rugged design is perfect for travel and outdoor adventures.",,,taxable,,1,,0,0,,,,,1,,,150,Plants,,,http://img.wpbrandy.com/uploads/plants-new-product-8.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-9,Sample plant 9,1,1,visible,Versatile multi-cooker with multiple cooking functions and programmable settings.,"The CookMaster Multi-Cooker combines the functionality of several kitchen appliances in one. With settings for pressure cooking, slow cooking, steaming, and sautéing, it simplifies meal preparation. The user-friendly interface and programmable features make it a versatile addition to any kitchen.",,,taxable,,1,,0,0,,,,,1,,,314,Plants,,,http://img.wpbrandy.com/uploads/plants-new-product-9.png,,,,,,,,,0,,,,,,,,,,,,,
0,simple,Brandy-plants-product-10,Sample plant 10,1,1,visible,"Adjustable LED desk lamp with multiple brightness levels, color settings, and USB charging port.","Illuminate your workspace with the ChromaGlow LED Desk Lamp. Featuring adjustable brightness levels, color temperature settings, and a sleek, modern design, it helps reduce eye strain and enhances productivity. Its built-in USB charging port adds convenience for your devices.",,,taxable,,1,,0,0,,,,,1,,,150,Plants > Hanging Plants,,,http://img.wpbrandy.com/uploads/plants-new-product-10.png,,,,,,,,,0,,,,,,,,,,,,,
